firm,date,sentence,aspect,score,method,speaker,sector
JSW Steel,2019-07-26,"Even though the numbers released by JPC, year-on-year is showing a growth of 6.8%, but quarter-on- quarter, we are seeing a significant fall in the demand.",demand,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Over and above, the fall in demand quarter-on-quarter, the imports have not fallen that much, even though there is a slight decrease in imports, but what is, again, disturbing in that import analysis is that 66% of the imports are coming from FTA countries at 0% duty.",demand,1.0,keyword,analyst,metals
JSW Steel,2019-07-26,"Over and above, the fall in demand quarter-on-quarter, the imports have not fallen that much, even though there is a slight decrease in imports, but what is, again, disturbing in that import analysis is that 66% of the imports are coming from FTA countries at 0% duty.",exports_import,1.0,keyword,analyst,metals
JSW Steel,2019-07-26,"We have given the guidance of 16.95 million tonne of production, whereas we have achieved 4.24 million tonne, which is exactly in line with our guidance whereas, sales volume is 3.75 million tonne on stand-alone basis.",revenue,1.0,keyword,management,metals
JSW Steel,2019-07-26,"We have given the guidance of 16.95 million tonne of production, whereas we have achieved 4.24 million tonne, which is exactly in line with our guidance whereas, sales volume is 3.75 million tonne on stand-alone basis.",guidance,1.0,keyword,management,metals
JSW Steel,2019-07-26,"We have given the guidance of 16.95 million tonne of production, whereas we have achieved 4.24 million tonne, which is exactly in line with our guidance whereas, sales volume is 3.75 million tonne on stand-alone basis.",demand,1.0,keyword,management,metals
JSW Steel,2019-07-26,"We have given the guidance of 16.95 million tonne of production, whereas we have achieved 4.24 million tonne, which is exactly in line with our guidance whereas, sales volume is 3.75 million tonne on stand-alone basis.",volumes,1.0,keyword,management,metals
JSW Steel,2019-07-26,"We should have done 4 million tonne as per the guidance of 16 million tonne given for the year, so we are short by 250,000 tonnes.",guidance,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Considering the demand slowdown in India, we pushed more exports in the quarter, but that has been done in the latter part of the quarter.",demand,1.0,keyword,analyst,metals
JSW Steel,2019-07-26,Our sales to auto sector were down by 20%.,revenue,1.0,keyword,management,metals
JSW Steel,2019-07-26,"But again, there are certain green shoots which we are seeing are a little color coated where the increase in our sales volume was 14.8%.",revenue,1.0,keyword,management,metals
JSW Steel,2019-07-26,"But again, there are certain green shoots which we are seeing are a little color coated where the increase in our sales volume was 14.8%.",demand,1.0,keyword,management,metals
JSW Steel,2019-07-26,Our value-added sales stood at 49% in the quarter.,revenue,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Notwithstanding the volume of sales is lower by 250,000 tonnes relative to our guidance, what is interesting in the result is that our EBITDA per tonne for the quarter on stand-alone basis is still at Rs.9,932 per tonne as against Rs.10,116 per tonne in the Q4 2019.",revenue,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Notwithstanding the volume of sales is lower by 250,000 tonnes relative to our guidance, what is interesting in the result is that our EBITDA per tonne for the quarter on stand-alone basis is still at Rs.9,932 per tonne as against Rs.10,116 per tonne in the Q4 2019.",margin,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Notwithstanding the volume of sales is lower by 250,000 tonnes relative to our guidance, what is interesting in the result is that our EBITDA per tonne for the quarter on stand-alone basis is still at Rs.9,932 per tonne as against Rs.10,116 per tonne in the Q4 2019.",guidance,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Notwithstanding the volume of sales is lower by 250,000 tonnes relative to our guidance, what is interesting in the result is that our EBITDA per tonne for the quarter on stand-alone basis is still at Rs.9,932 per tonne as against Rs.10,116 per tonne in the Q4 2019.",demand,1.0,keyword,management,metals
JSW Steel,2019-07-26,"The net sales realizations year-on-year went down by 7.4%, and the quarter-on-quarter is more or less same.",revenue,1.0,keyword,analyst,metals
JSW Steel,2019-07-26,The cost quarter-on-quarter has come down by 2%.,cost,1.0,keyword,analyst,metals
JSW Steel,2019-07-26,"So taking into account the following NSR year-on-year and also reduction in cost, the overall EBITDA for the quarter on a stand-alone basis is Rs.3726 Crores, which is Rs.9932 per tonne.",margin,1.0,keyword,management,metals
JSW Steel,2019-07-26,"So taking into account the following NSR year-on-year and also reduction in cost, the overall EBITDA for the quarter on a stand-alone basis is Rs.3726 Crores, which is Rs.9932 per tonne.",cost,1.0,keyword,management,metals
JSW Steel,2019-07-26,"On the cost side, the company has done lot of things in this quarter.",cost,1.0,keyword,management,metals
JSW Steel,2019-07-26,"That is why the EBITDA margins are still healthy, notwithstanding the fall in prices.",margin,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Overseas, there is a negative operating EBITDA of Rs.265 Crores.",margin,1.0,keyword,management,metals
JSW Steel,2019-07-26,"U.S. plate and pipe mill has posted a positive EBITDA of $2 million, and the coal mines have contributed positive EBITDA of $2.2 million whereas, the Ohio, in Mingo Junction, has contributed negative $36.1 million, and in the case of European operations, it gave a negative EUR 4.2 million operating EBITDA loss.",margin,1.0,keyword,management,metals
JSW Steel,2019-07-26,"So total together, Rs.265 Crores negatively have come in by a way of operating EBITDA loss from overseas.",margin,1.0,keyword,management,metals
JSW Steel,2019-07-26,"After netting out the negative EBITDA from overseas against the positive EBITDA from Indian subsidiaries and also taking out the profit on the inventories that have been supplied by JSW Steel to its subsidiaries and net-net, the consolidated EBITDA has come down by Rs.10 Crores.",margin,1.0,keyword,management,metals
JSW Steel,2019-07-26,"So as against Rs.3726 Crores stand-alone EBITDA, consolidated EBITDA is Rs.3716 Crores.",margin,1.0,keyword,management,metals
JSW Steel,2019-07-26,source our captive iron ore from our own mines that also kept cost at the reasonable level.,cost,1.0,keyword,management,metals
JSW Steel,2019-07-26,"The coke which we bought in the previous year from the market, this year entirely it is captive coke, so we have replaced 220,000 tonnes of the imported coke with captive coke consumption and also reduced the cost.",cost,1.0,keyword,management,metals
JSW Steel,2019-07-26,"The coke which we bought in the previous year from the market, this year entirely it is captive coke, so we have replaced 220,000 tonnes of the imported coke with captive coke consumption and also reduced the cost.",coking_coal,1.0,keyword,management,metals
JSW Steel,2019-07-26,It reduced cost per tonne of transportation Rs.155 per tonne in this quarter.,cost,1.0,keyword,management,metals
JSW Steel,2019-07-26,"So these are some of the benefits which have come in, in the cost side.",cost,1.0,keyword,management,metals
JSW Steel,2019-07-26,"In India also, we have achieved cost savings.",cost,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Therefore, we have to take some inventory write-downs, which is approximately Rs.690 Crores, so total inventory impact on account of lower cost is Rs.250 Crores in this quarter.",cost,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Acceptances on revenue account are $1,215 million and the capital account is $345 million.",revenue,1.0,keyword,management,metals
JSW Steel,2019-07-26,We have spent Rs.2800 Crores in the current quarter on the capex.,capex,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Going forward, the way we are looking at is that the reason for slower growth in domestic demand is government expenditure, lack of government expenditures or release of funds by the government or lack of credit availability.",guidance,1.0,keyword,management,metals
